,LAX,ORD,DEN,DFW,ATL,PHX,JFK,PHL,MCO,CLT,LAS,MSP,BOS,SFO,DTW,BWI,FLL,DCA,MIA,TPA,STL,EWR,LGA,IAH,MDW,MSY,SAN,MCI,SEA,RDU,SLC,BNA,IAD,CUN,PIT,MKE,AUS,IND,CLE,CMH,CVG,YYZ,SAT,LHR,PDX,RSW,HOU,SJU,HNL,NRT
EWR,0.1199212271973466,0.1798818407960199,0.1199212271973466,0.1798818407960199,0.1199212271973466,0.2398424543946932,0.0,0.1199212271973466,0.1199212271973466,0.1798818407960199,0.0599606135986733,0.1199212271973466,0.1199212271973466,0.1199212271973466,0.1199212271973466,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.1798818407960199,0.1199212271973466,0.1199212271973466,0.0,0.0,0.0599606135986733,0.1199212271973466,0.1798818407960199,0.0599606135986733,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.0599606135986733,0.0599606135986733,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.0599606135986733,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.0599606135986733,0.1798818407960199,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.1199212271973466,0.0599606135986733,0.0599606135986733
LGA,0.0,0.19941956882255388,0.1595356550580431,0.1595356550580431,0.1595356550580431,0.0,0.0,0.07976782752902155,0.07976782752902155,0.11965174129353234,0.0,0.039883913764510774,0.11965174129353234,0.0,0.1595356550580431,0.0,0.11965174129353234,0.11965174129353234,0.11965174129353234,0.07976782752902155,0.1595356550580431,0.0,0.0,0.07976782752902155,0.07976782752902155,0.07976782752902155,0.0,0.039883913764510774,0.0,0.11965174129353234,0.0,0.1595356550580431,0.039883913764510774,0.0,0.11965174129353234,0.07976782752902155,0.0,0.039883913764510774,0.07976782752902155,0.11965174129353234,0.039883913764510774,0.1595356550580431,0.0,0.0,0.0,0.07976782752902155,0.039883913764510774,0.0,0.0,0.0
IAH,0.22695895522388057,0.22695895522388057,0.17021921641791044,0.17021921641791044,0.11347947761194029,0.17021921641791044,0.0,0.17021921641791044,0.11347947761194029,0.17021921641791044,0.11347947761194029,0.17021921641791044,0.05673973880597014,0.05673973880597014,0.17021921641791044,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.17021921641791044,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.11347947761194029,0.0,0.0,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.11347947761194029,0.05673973880597014,0.11347947761194029,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.05673973880597014,0.11347947761194029,0.05673973880597014,0.05673973880597014,0.11347947761194029,0.05673973880597014,0.05673973880597014,0.0,0.05673973880597014,0.05673973880597014,0.05673973880597014
MDW,0.05215588723051409,0.0,0.07823383084577114,0.0,0.07823383084577114,0.026077943615257046,0.0,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.10431177446102818,0.05215588723051409,0.05215588723051409,0.07823383084577114,0.05215588723051409,0.026077943615257046,0.0,0.0,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.0,0.0,0.05215588723051409,0.026077943615257046,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.026077943615257046,0.05215588723051409,0.0,0.05215588723051409,0.0,0.05215588723051409,0.05215588723051409,0.0,0.0,0.05215588723051409,0.0,0.05215588723051409,0.05215588723051409,0.05215588723051409,0.0,0.0,0.0
MSY,0.0533115671641791,0.0533115671641791,0.0710820895522388,0.0533115671641791,0.0533115671641791,0.0177705223880597,0.0533115671641791,0.0355410447761194,0.0355410447761194,0.0355410447761194,0.0177705223880597,0.0355410447761194,0.0177705223880597,0.0177705223880597,0.0355410447761194,0.0355410447761194,0.0355410447761194,0.0355410447761194,0.0355410447761194,0.0355410447761194,0.0355410447761194,0.0533115671641791,0.0355410447761194,0.0177705223880597,0.0355410447761194,0.0,0.0177705223880597,0.0355410447761194,0.0,0.0,0.0177705223880597,0.0177705223880597,0.0177705223880597,0.0,0.0,0.0355410447761194,0.0355410447761194,0.0,0.0177705223880597,0.0,0.0177705223880597,0.0177705223880597,0.0,0.0,0.0,0.0,0.0355410447761194,0.0,0.0,0.0
SAN,0.1310219734660033,0.09826648009950247,0.1310219734660033,0.09826648009950247,0.09826648009950247,0.1310219734660033,0.1310219734660033,0.06551098673300165,0.032755493366500826,0.06551098673300165,0.09826648009950247,0.06551098673300165,0.06551098673300165,0.09826648009950247,0.032755493366500826,0.06551098673300165,0.0,0.06551098673300165,0.06551098673300165,0.0,0.032755493366500826,0.032755493366500826,0.0,0.032755493366500826,0.06551098673300165,0.06551098673300165,0.0,0.032755493366500826,0.09826648009950247,0.0,0.032755493366500826,0.032755493366500826,0.032755493366500826,0.0,0.0,0.0,0.032755493366500826,0.0,0.0,0.0,0.0,0.0,0.032755493366500826,0.032755493366500826,0.06551098673300165,0.0,0.032755493366500826,0.0,0.032755493366500826,0.032755493366500826
MCI,0.02978855721393034,0.04468283582089551,0.05957711442786068,0.02978855721393034,0.04468283582089551,0.04468283582089551,0.0,0.02978855721393034,0.02978855721393034,0.02978855721393034,0.01489427860696517,0.04468283582089551,0.01489427860696517,0.01489427860696517,0.01489427860696517,0.01489427860696517,0.01489427860696517,0.04468283582089551,0.0,0.02978855721393034,0.02978855721393034,0.01489427860696517,0.01489427860696517,0.01489427860696517,0.02978855721393034,0.02978855721393034,0.02978855721393034,0.0,0.01489427860696517,0.0,0.01489427860696517,0.01489427860696517,0.01489427860696517,0.01489427860696517,0.0,0.02978855721393034,0.0,0.02978855721393034,0.01489427860696517,0.0,0.01489427860696517,0.0,0.0,0.0,0.01489427860696517,0.0,0.02978855721393034,0.0,0.0,0.0
SEA,0.2587271973466003,0.19404539800995024,0.2587271973466003,0.12936359867330016,0.06468179933665008,0.19404539800995024,0.2587271973466003,0.12936359867330016,0.06468179933665008,0.12936359867330016,0.19404539800995024,0.12936359867330016,0.12936359867330016,0.2587271973466003,0.06468179933665008,0.06468179933665008,0.0,0.0,0.12936359867330016,0.06468179933665008,0.06468179933665008,0.12936359867330016,0.0,0.12936359867330016,0.12936359867330016,0.0,0.12936359867330016,0.12936359867330016,0.0,0.0,0.19404539800995024,0.0,0.06468179933665008,0.0,0.0,0.12936359867330016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12936359867330016,0.06468179933665008,0.0,0.0,0.0,0.12936359867330016,0.12936359867330016
RDU,0.05369247512437811,0.05369247512437811,0.017897491708126035,0.03579498341625207,0.05369247512437811,0.017897491708126035,0.07158996683250414,0.05369247512437811,0.05369247512437811,0.03579498341625207,0.05369247512437811,0.017897491708126035,0.03579498341625207,0.017897491708126035,0.017897491708126035,0.05369247512437811,0.05369247512437811,0.03579498341625207,0.03579498341625207,0.05369247512437811,0.03579498341625207,0.017897491708126035,0.05369247512437811,0.017897491708126035,0.03579498341625207,0.0,0.0,0.0,0.0,0.0,0.017897491708126035,0.017897491708126035,0.017897491708126035,0.017897491708126035,0.03579498341625207,0.0,0.0,0.017897491708126035,0.0,0.017897491708126035,0.017897491708126035,0.0,0.0,0.03579498341625207,0.0,0.0,0.03579498341625207,0.0,0.0,0.0
SLC,0.16621320480928692,0.13297056384742953,0.16621320480928692,0.09972792288557214,0.03324264096185738,0.13297056384742953,0.06648528192371476,0.09972792288557214,0.03324264096185738,0.09972792288557214,0.09972792288557214,0.03324264096185738,0.03324264096185738,0.06648528192371476,0.03324264096185738,0.09972792288557214,0.0,0.03324264096185738,0.0,0.0,0.03324264096185738,0.03324264096185738,0.0,0.06648528192371476,0.06648528192371476,0.03324264096185738,0.03324264096185738,0.03324264096185738,0.09972792288557214,0.03324264096185738,0.0,0.03324264096185738,0.0,0.03324264096185738,0.0,0.0,0.03324264096185738,0.03324264096185738,0.0,0.0,0.03324264096185738,0.0,0.03324264096185738,0.0,0.06648528192371476,0.0,0.0,0.0,0.03324264096185738,0.0
BNA,0.09248548922056385,0.06936411691542288,0.09248548922056385,0.046242744610281925,0.023121372305140962,0.023121372305140962,0.06936411691542288,0.06936411691542288,0.06936411691542288,0.046242744610281925,0.023121372305140962,0.023121372305140962,0.023121372305140962,0.0,0.046242744610281925,0.046242744610281925,0.023121372305140962,0.046242744610281925,0.046242744610281925,0.023121372305140962,0.046242744610281925,0.06936411691542288,0.09248548922056385,0.023121372305140962,0.046242744610281925,0.023121372305140962,0.023121372305140962,0.023121372305140962,0.0,0.046242744610281925,0.023121372305140962,0.0,0.023121372305140962,0.0,0.023121372305140962,0.0,0.023121372305140962,0.0,0.046242744610281925,0.023121372305140962,0.023121372305140962,0.0,0.023121372305140962,0.0,0.0,0.0,0.023121372305140962,0.0,0.0,0.0
IAD,0.12289593698175787,0.030723984245439467,0.06144796849087893,0.0921719527363184,0.06144796849087893,0.030723984245439467,0.0921719527363184,0.030723984245439467,0.030723984245439467,0.0921719527363184,0.030723984245439467,0.06144796849087893,0.06144796849087893,0.06144796849087893,0.06144796849087893,0.0,0.030723984245439467,0.0,0.0921719527363184,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.06144796849087893,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.0,0.030723984245439467,0.0,0.030723984245439467,0.030723984245439467,0.0,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.030723984245439467,0.0921719527363184,0.030723984245439467,0.0,0.0,0.030723984245439467,0.030723984245439467,0.030723984245439467
CUN,0.0019434079601990048,0.0019434079601990048,0.0019434079601990048,0.002591210613598673,0.0019434079601990048,0.0012956053067993366,0.002591210613598673,0.0019434079601990048,0.0012956053067993366,0.0012956053067993366,0.0,0.0012956053067993366,0.002591210613598673,0.0012956053067993366,0.0012956053067993366,0.0006478026533996683,0.0012956053067993366,0.0,0.0012956053067993366,0.0,0.0006478026533996683,0.0006478026533996683,0.0,0.0006478026533996683,0.0006478026533996683,0.0,0.0,0.0006478026533996683,0.0,0.0006478026533996683,0.0006478026533996683,0.0,0.0006478026533996683,0.0,0.0006478026533996683,0.0006478026533996683,0.0012956053067993366,0.0006478026533996683,0.0012956053067993366,0.0,0.0006478026533996683,0.0,0.0006478026533996683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT,0.036341728855721386,0.036341728855721386,0.024227819237147594,0.024227819237147594,0.036341728855721386,0.036341728855721386,0.036341728855721386,0.024227819237147594,0.036341728855721386,0.024227819237147594,0.012113909618573797,0.012113909618573797,0.036341728855721386,0.012113909618573797,0.012113909618573797,0.024227819237147594,0.012113909618573797,0.024227819237147594,0.024227819237147594,0.024227819237147594,0.024227819237147594,0.012113909618573797,0.036341728855721386,0.012113909618573797,0.024227819237147594,0.0,0.0,0.0,0.0,0.024227819237147594,0.0,0.024227819237147594,0.012113909618573797,0.012113909618573797,0.0,0.0,0.0,0.0,0.0,0.0,0.012113909618573797,0.012113909618573797,0.0,0.0,0.0,0.012113909618573797,0.012113909618573797,0.0,0.0,0.0
MKE,0.01740257048092869,0.026103855721393034,0.03480514096185738,0.01740257048092869,0.026103855721393034,0.026103855721393034,0.0,0.01740257048092869,0.026103855721393034,0.01740257048092869,0.01740257048092869,0.026103855721393034,0.008701285240464344,0.01740257048092869,0.008701285240464344,0.008701285240464344,0.01740257048092869,0.01740257048092869,0.0,0.01740257048092869,0.01740257048092869,0.008701285240464344,0.01740257048092869,0.008701285240464344,0.0,0.01740257048092869,0.0,0.01740257048092869,0.01740257048092869,0.0,0.0,0.0,0.0,0.008701285240464344,0.0,0.0,0.0,0.0,0.008701285240464344,0.0,0.008701285240464344,0.0,0.0,0.0,0.0,0.008701285240464344,0.0,0.0,0.0,0.0
AUS,0.08808043117744609,0.06606032338308457,0.06606032338308457,0.06606032338308457,0.06606032338308457,0.06606032338308457,0.08808043117744609,0.04404021558872304,0.08808043117744609,0.04404021558872304,0.06606032338308457,0.02202010779436152,0.02202010779436152,0.06606032338308457,0.02202010779436152,0.04404021558872304,0.06606032338308457,0.02202010779436152,0.0,0.02202010779436152,0.0,0.04404021558872304,0.0,0.02202010779436152,0.04404021558872304,0.06606032338308457,0.02202010779436152,0.0,0.0,0.0,0.02202010779436152,0.02202010779436152,0.02202010779436152,0.04404021558872304,0.0,0.0,0.0,0.0,0.02202010779436152,0.0,0.0,0.0,0.0,0.02202010779436152,0.0,0.0,0.04404021558872304,0.0,0.0,0.0
IND,0.03641169154228856,0.03641169154228856,0.048548922056384745,0.024274461028192373,0.03641169154228856,0.03641169154228856,0.03641169154228856,0.024274461028192373,0.03641169154228856,0.024274461028192373,0.024274461028192373,0.012137230514096186,0.012137230514096186,0.012137230514096186,0.012137230514096186,0.024274461028192373,0.012137230514096186,0.024274461028192373,0.024274461028192373,0.03641169154228856,0.0,0.012137230514096186,0.012137230514096186,0.012137230514096186,0.0,0.0,0.0,0.024274461028192373,0.0,0.012137230514096186,0.012137230514096186,0.0,0.012137230514096186,0.012137230514096186,0.0,0.0,0.0,0.0,0.012137230514096186,0.0,0.0,0.0,0.0,0.0,0.0,0.024274461028192373,0.012137230514096186,0.0,0.0,0.0
CLE,0.01265547263681592,0.03796641791044776,0.02531094527363184,0.03796641791044776,0.02531094527363184,0.01265547263681592,0.03796641791044776,0.02531094527363184,0.01265547263681592,0.03796641791044776,0.02531094527363184,0.02531094527363184,0.01265547263681592,0.01265547263681592,0.01265547263681592,0.03796641791044776,0.01265547263681592,0.01265547263681592,0.02531094527363184,0.01265547263681592,0.01265547263681592,0.01265547263681592,0.02531094527363184,0.01265547263681592,0.02531094527363184,0.01265547263681592,0.0,0.01265547263681592,0.0,0.0,0.0,0.02531094527363184,0.01265547263681592,0.02531094527363184,0.0,0.01265547263681592,0.01265547263681592,0.01265547263681592,0.0,0.01265547263681592,0.0,0.01265547263681592,0.0,0.0,0.0,0.01265547263681592,0.0,0.0,0.0,0.0
CMH,0.03229944029850746,0.03229944029850746,0.03229944029850746,0.021532960199004976,0.03229944029850746,0.03229944029850746,0.03229944029850746,0.021532960199004976,0.021532960199004976,0.021532960199004976,0.010766480099502488,0.010766480099502488,0.010766480099502488,0.0,0.010766480099502488,0.021532960199004976,0.010766480099502488,0.021532960199004976,0.021532960199004976,0.03229944029850746,0.021532960199004976,0.010766480099502488,0.03229944029850746,0.010766480099502488,0.021532960199004976,0.0,0.0,0.0,0.0,0.010766480099502488,0.0,0.010766480099502488,0.010766480099502488,0.0,0.0,0.0,0.0,0.0,0.010766480099502488,0.0,0.0,0.010766480099502488,0.0,0.0,0.0,0.021532960199004976,0.0,0.0,0.0,0.0
CVG,0.011390961857379768,0.04556384742951907,0.0341728855721393,0.0341728855721393,0.022781923714759535,0.0,0.0341728855721393,0.0341728855721393,0.011390961857379768,0.0341728855721393,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.0341728855721393,0.022781923714759535,0.011390961857379768,0.011390961857379768,0.022781923714759535,0.011390961857379768,0.022781923714759535,0.0,0.011390961857379768,0.0,0.011390961857379768,0.0,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.011390961857379768,0.0,0.0,0.0,0.0,0.0,0.011390961857379768,0.0,0.0,0.0,0.011390961857379768,0.0,0.0,0.0,0.0
YYZ,0.002409825870646766,0.002409825870646766,0.0008032752902155886,0.002409825870646766,0.0016065505804311773,0.0,0.002409825870646766,0.002409825870646766,0.0016065505804311773,0.0016065505804311773,0.0016065505804311773,0.0016065505804311773,0.0008032752902155886,0.0008032752902155886,0.0016065505804311773,0.0,0.0008032752902155886,0.0016065505804311773,0.0016065505804311773,0.0,0.0008032752902155886,0.0008032752902155886,0.0032131011608623546,0.0008032752902155886,0.0,0.0008032752902155886,0.0,0.0,0.0,0.0,0.0,0.0,0.0008032752902155886,0.0,0.0008032752902155886,0.0,0.0,0.0,0.0008032752902155886,0.0008032752902155886,0.0008032752902155886,0.0,0.0,0.0008032752902155886,0.0,0.0,0.0,0.0,0.0,0.0
SAT,0.026020936981757874,0.03903140547263681,0.03903140547263681,0.026020936981757874,0.03903140547263681,0.03903140547263681,0.013010468490878937,0.026020936981757874,0.03903140547263681,0.026020936981757874,0.026020936981757874,0.013010468490878937,0.0,0.013010468490878937,0.013010468490878937,0.026020936981757874,0.0,0.0,0.0,0.026020936981757874,0.026020936981757874,0.013010468490878937,0.0,0.013010468490878937,0.026020936981757874,0.0,0.026020936981757874,0.0,0.0,0.0,0.013010468490878937,0.013010468490878937,0.013010468490878937,0.013010468490878937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026020936981757874,0.0,0.0,0.0
LHR,0.0031094527363184077,0.0031094527363184077,0.0007773631840796019,0.0015547263681592038,0.0015547263681592038,0.0007773631840796019,0.0023320895522388058,0.0015547263681592038,0.0,0.0015547263681592038,0.0007773631840796019,0.0007773631840796019,0.0015547263681592038,0.0023320895522388058,0.0007773631840796019,0.0007773631840796019,0.0,0.0,0.0023320895522388058,0.0,0.0,0.0023320895522388058,0.0,0.0015547263681592038,0.0,0.0,0.0007773631840796019,0.0,0.0015547263681592038,0.0015547263681592038,0.0,0.0,0.0023320895522388058,0.0,0.0,0.0,0.0007773631840796019,0.0,0.0,0.0,0.0,0.0007773631840796019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDX,0.07610385572139303,0.07610385572139303,0.07610385572139303,0.07610385572139303,0.02536795190713101,0.10147180762852404,0.05073590381426202,0.05073590381426202,0.0,0.05073590381426202,0.05073590381426202,0.02536795190713101,0.05073590381426202,0.07610385572139303,0.02536795190713101,0.0,0.0,0.02536795190713101,0.0,0.02536795190713101,0.0,0.02536795190713101,0.0,0.02536795190713101,0.05073590381426202,0.0,0.05073590381426202,0.05073590381426202,0.02536795190713101,0.0,0.07610385572139303,0.0,0.02536795190713101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02536795190713101,0.02536795190713101
RSW,0.0,0.052228441127694855,0.026114220563847428,0.03917133084577114,0.03917133084577114,0.0,0.013057110281923714,0.03917133084577114,0.026114220563847428,0.026114220563847428,0.0,0.026114220563847428,0.013057110281923714,0.0,0.026114220563847428,0.026114220563847428,0.0,0.052228441127694855,0.0,0.0,0.013057110281923714,0.026114220563847428,0.026114220563847428,0.013057110281923714,0.026114220563847428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013057110281923714,0.026114220563847428,0.0,0.026114220563847428,0.013057110281923714,0.026114220563847428,0.013057110281923714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOU,0.03657234660033168,0.0,0.01828617330016584,0.03657234660033168,0.05485851990049751,0.03657234660033168,0.01828617330016584,0.0,0.03657234660033168,0.01828617330016584,0.03657234660033168,0.0,0.03657234660033168,0.0,0.0,0.01828617330016584,0.03657234660033168,0.01828617330016584,0.0,0.03657234660033168,0.01828617330016584,0.01828617330016584,0.01828617330016584,0.0,0.03657234660033168,0.03657234660033168,0.03657234660033168,0.01828617330016584,0.0,0.01828617330016584,0.0,0.03657234660033168,0.0,0.0,0.01828617330016584,0.0,0.01828617330016584,0.01828617330016584,0.0,0.0,0.0,0.0,0.03657234660033168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJU,0.0,0.04708747927031509,0.0,0.023543739635157546,0.03531560945273632,0.0,0.04708747927031509,0.023543739635157546,0.04708747927031509,0.023543739635157546,0.0,0.0,0.011771869817578773,0.0,0.011771869817578773,0.023543739635157546,0.04708747927031509,0.011771869817578773,0.023543739635157546,0.03531560945273632,0.0,0.023543739635157546,0.0,0.011771869817578773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011771869817578773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNL,0.15380907960199006,0.025634846600331676,0.025634846600331676,0.05126969320066335,0.025634846600331676,0.07690453980099503,0.025634846600331676,0.0,0.0,0.0,0.05126969320066335,0.0,0.0,0.07690453980099503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025634846600331676,0.0,0.025634846600331676,0.0,0.0,0.025634846600331676,0.0,0.05126969320066335,0.0,0.025634846600331676,0.0,0.025634846600331676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025634846600331676,0.0,0.0,0.0,0.0,0.07690453980099503
NRT,0.004871475953565505,0.003653606965174129,0.0012178689883913763,0.0024357379767827527,0.0012178689883913763,0.0,0.003653606965174129,0.0,0.0,0.0,0.0,0.0012178689883913763,0.0012178689883913763,0.0012178689883913763,0.0012178689883913763,0.0,0.0,0.0,0.0,0.0,0.0,0.0012178689883913763,0.0,0.0012178689883913763,0.0,0.0,0.0012178689883913763,0.0,0.0024357379767827527,0.0,0.0,0.0,0.0012178689883913763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012178689883913763,0.0,0.0,0.0,0.003653606965174129,0.0
